<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
US1.AAPL;D;121019;000000;631.0500000;631.7700000;609.6200000;609.7840000;24.538.524
US1.AAPL;D;121022;000000;612.4400000;635.3800000;610.7600000;634.1600000;18.051.578
US1.AAPL;D;121023;000000;630.9600000;633.9000000;611.7000000;613.4200000;24.234.068
US1.AAPL;D;121024;000000;621.5000000;626.5500000;610.6400000;616.4900000;18.955.628
US1.AAPL;D;121025;000000;620.0000000;622.0000000;605.5500000;609.6500000;18.839.521
US1.AAPL;D;121026;000000;609.4500000;614.0000000;591.0000000;603.9700000;33.774.446
US1.AAPL;D;121031;000000;594.1900000;601.9600000;587.7000000;595.2400000;16.889.062
US1.AAPL;D;121101;000000;598.1300000;603.0000000;594.1700000;596.5200000;11.746.040
US1.AAPL;D;121102;000000;596.2600000;596.9500000;574.7500000;576.9400000;20.407.369
US1.AAPL;D;121105;000000;583.7300000;587.7700000;577.6000000;584.6200000;16.349.933
US1.AAPL;D;121106;000000;590.2500000;590.7400000;580.0900000;582.8500000;11.404.338
US1.AAPL;D;121107;000000;573.9400000;574.5400000;555.7500000;558.0700000;26.764.499
US1.AAPL;D;121108;000000;560.6300000;562.2300000;535.2900000;537.8300000;35.369.946
US1.AAPL;D;121109;000000;540.4200000;554.8800000;533.7200000;547.3000000;31.050.359
US1.AAPL;D;121112;000000;554.2500000;554.5000000;538.6500000;543.0000000;17.553.665
US1.AAPL;D;121113;000000;539.0300000;550.4800000;536.3600000;542.6200000;16.983.471
US1.AAPL;D;121114;000000;545.4300000;547.4500000;536.1800000;537.1400000;15.570.952
US1.AAPL;D;121115;000000;537.5400000;539.5000000;522.6200000;525.8500000;27.172.309
US1.AAPL;D;121116;000000;525.1600000;530.0000000;505.7501000;527.6700000;43.601.291
US1.AAPL;D;121119;000000;540.7000000;567.5000000;539.8800000;565.9300000;27.038.975
US1.AAPL;D;121120;000000;571.9000000;571.9500000;554.5800000;561.1400000;21.390.251
US1.AAPL;D;121121;000000;564.2500000;567.3700000;556.6000000;561.7100000;12.517.111
US1.AAPL;D;121123;000000;567.1700000;572.0000000;562.6000000;571.9500000;9.447.007
US1.AAPL;D;121126;000000;575.9000000;589.8900000;573.7100000;589.2700000;19.867.568
US1.AAPL;D;121127;000000;589.3500000;590.4200000;580.1000000;584.7100000;17.039.567
US1.AAPL;D;121128;000000;577.3500000;585.8000000;572.2600000;582.8001000;17.055.204
US1.AAPL;D;121129;000000;590.1000000;594.2500000;585.2500000;589.3500000;17.259.813
US1.AAPL;D;121130;000000;586.6200000;588.4000000;582.6800000;584.9800000;11.047.810
US1.AAPL;D;121203;000000;593.6500000;594.5900000;585.5000000;586.0900000;11.821.329
US1.AAPL;D;121204;000000;581.5100000;581.8400000;572.1300000;575.7800000;15.724.597
US1.AAPL;D;121205;000000;568.9100000;569.2600000;538.7700000;538.8000000;34.796.050
US1.AAPL;D;121206;000000;528.8000000;553.3100000;518.6300000;547.2400000;38.889.614
US1.AAPL;D;121207;000000;553.4300000;555.2000000;530.0000000;533.0200000;26.777.719
US1.AAPL;D;121210;000000;524.8300000;538.5100000;521.5800000;529.7500000;20.547.865
US1.AAPL;D;121211;000000;539.7700000;549.5600000;537.3700000;541.0100000;20.054.768
US1.AAPL;D;121212;000000;547.7000000;548.0000000;536.2701000;538.9200000;16.457.969
US1.AAPL;D;121213;000000;531.1100000;537.6399000;525.8000000;529.5999000;19.747.052
US1.AAPL;D;121214;000000;514.7500000;518.1320000;505.5800000;509.0000000;33.071.276
US1.AAPL;D;121217;000000;508.9300000;520.0000000;501.2300000;519.1600000;25.383.240
US1.AAPL;D;121218;000000;524.8500000;534.9000000;520.2500000;533.8500000;20.816.974
US1.AAPL;D;121219;000000;531.4700000;533.7000000;525.5000000;526.1100000;15.078.231
US1.AAPL;D;121220;000000;530.1100000;530.2000000;518.8800000;521.9050000;15.645.058
US1.AAPL;D;121221;000000;512.5700000;519.6700000;510.2400000;519.3300000;18.308.922
US1.AAPL;D;121224;000000;520.3500000;524.2500000;518.7100000;520.0000000;6.028.229
US1.AAPL;D;121226;000000;518.9800000;519.4600000;511.1200000;512.9000000;10.138.615
US1.AAPL;D;121227;000000;513.5400000;516.2500000;504.6600000;514.9540000;15.552.743
US1.AAPL;D;121228;000000;510.5000000;514.4800000;508.1200000;509.4300000;11.813.647
US1.AAPL;D;121231;000000;510.5300000;535.4000000;509.0000000;532.9800000;21.821.068
US1.AAPL;D;130102;000000;553.8200000;555.0000000;541.6300000;548.7100000;18.338.553
US1.AAPL;D;130103;000000;547.8300000;549.6700000;541.0000000;542.3800000;11.790.226
US1.AAPL;D;130104;000000;536.8300000;538.6299000;526.1300000;527.0100000;20.131.840
US1.AAPL;D;130107;000000;522.0200000;529.3000000;515.2000000;523.9701000;16.312.955
US1.AAPL;D;130108;000000;529.2000000;531.8900000;521.2500000;525.1900000;15.004.126
US1.AAPL;D;130109;000000;522.4600000;524.9900000;515.9900000;517.1000000;13.208.858
US1.AAPL;D;130110;000000;528.5000000;528.7200000;515.5200000;523.4800000;19.717.645
US1.AAPL;D;130111;000000;521.0000000;525.3200000;519.0200000;520.1200000;11.203.306
US1.AAPL;D;130114;000000;502.6800000;507.5000000;498.5100000;501.9000000;23.256.777
US1.AAPL;D;130115;000000;498.3000000;498.9900000;483.3800000;485.8100000;29.641.987
US1.AAPL;D;130116;000000;494.5600000;509.4400000;492.5000000;506.0800000;22.483.994
US1.AAPL;D;130117;000000;510.3100000;510.7500000;502.0300000;502.7000000;14.634.845
US1.AAPL;D;130118;000000;498.1900000;502.2200000;496.4000000;499.9600000;14.292.067
US1.AAPL;D;130122;000000;504.5600000;507.8800000;496.6300000;504.7100000;14.709.546
US1.AAPL;D;130123;000000;508.7400000;514.9900000;504.7700000;514.0000000;21.048.078
US1.AAPL;D;130124;000000;459.9800000;465.7300000;450.2500000;450.5000000;48.101.755
US1.AAPL;D;130125;000000;451.6600000;456.2300000;435.0000000;439.8500000;40.187.849
US1.AAPL;D;130128;000000;437.8800000;453.2100000;435.8600000;449.7300000;25.621.868
US1.AAPL;D;130129;000000;458.5000000;460.2000000;452.1200000;458.4300000;19.162.731
US1.AAPL;D;130130;000000;457.0700000;462.6000000;454.5000000;456.9100000;13.890.232
US1.AAPL;D;130131;000000;456.9800000;459.2800000;454.9800000;455.3800000;9.423.811
US1.AAPL;D;130201;000000;459.4100000;459.4800000;448.3500000;453.7600000;17.302.774
US1.AAPL;D;130204;000000;453.9400000;455.9400000;442.0000000;442.2200000;15.881.061
US1.AAPL;D;130205;000000;444.1500000;459.7400000;442.2200000;457.8200000;19.429.398
US1.AAPL;D;130206;000000;456.9100000;466.5000000;452.5800000;457.2850000;19.887.072
US1.AAPL;D;130207;000000;463.3200000;470.0000000;454.1200000;468.2500000;22.567.022
US1.AAPL;D;130208;000000;474.0900000;478.8100000;470.2500000;474.9700000;20.655.825
US1.AAPL;D;130211;000000;476.5000000;484.9400000;473.2500000;479.9490000;16.719.341
US1.AAPL;D;130212;000000;479.5100000;482.3800000;467.7440000;467.8420000;19.862.981
US1.AAPL;D;130213;000000;467.2100000;473.6400000;463.2200000;467.0000000;15.420.072
US1.AAPL;D;130214;000000;464.4300000;471.6400000;464.0200000;466.6000000;10.969.389
US1.AAPL;D;130215;000000;469.1700000;470.1600000;459.9200000;460.2500000;12.908.098
US1.AAPL;D;130219;000000;461.1000000;462.7300000;453.8500000;459.9600000;14.241.022
US1.AAPL;D;130220;000000;457.6900000;457.6900000;448.8000000;448.9200000;15.392.360
US1.AAPL;D;130221;000000;445.7400000;449.1700000;442.8200000;445.9600000;14.655.441
US1.AAPL;D;130222;000000;449.1700000;451.6000000;446.6000000;450.6300000;10.500.597
US1.AAPL;D;130225;000000;453.8800000;455.1200000;442.5700000;442.9300000;12.160.306
US1.AAPL;D;130226;000000;443.5600000;451.5400000;437.6600000;448.9400000;17.123.308
US1.AAPL;D;130227;000000;448.6200000;452.4400000;440.6500000;444.5700000;20.202.550
US1.AAPL;D;130228;000000;444.0500000;447.8700000;441.4100000;441.4200000;9.541.986
US1.AAPL;D;130301;000000;438.0100000;438.1799000;429.9800000;430.4270000;18.600.636
US1.AAPL;D;130304;000000;427.8000000;428.1999000;419.0000000;420.0100000;19.490.577
US1.AAPL;D;130305;000000;421.4700000;435.1900000;420.7500000;431.2600000;21.030.174
US1.AAPL;D;130306;000000;434.5600000;435.2500000;424.4300000;425.6500000;14.802.172
US1.AAPL;D;130307;000000;424.4800000;432.0100000;421.0600000;430.4000000;15.929.918
US1.AAPL;D;130308;000000;429.8100000;435.4300000;428.6100000;431.5500000;12.436.254
US1.AAPL;D;130311;000000;429.5600000;439.0100000;425.1400000;437.7550000;15.300.450
US1.AAPL;D;130312;000000;435.6000000;438.8800000;427.5700000;428.5000000;15.262.296
US1.AAPL;D;130313;000000;428.4500000;434.5000000;425.3600000;428.2900000;12.467.374
US1.AAPL;D;130314;000000;432.8300000;434.6400000;430.4500000;432.3799000;9.840.822
US1.AAPL;D;130315;000000;437.9300000;444.2300000;437.2500000;443.8500000;20.447.094
US1.AAPL;D;130318;000000;441.4800000;457.4600000;441.2000000;455.7200000;19.854.255
US1.AAPL;D;130319;000000;459.5000000;460.9700000;448.5000000;454.4900000;17.536.620
US1.AAPL;D;130320;000000;457.5000000;457.6300000;449.5900000;452.0300000;10.105.477
US1.AAPL;D;130321;000000;450.2200000;457.9800000;450.1000000;452.7800000;12.862.438
US1.AAPL;D;130322;000000;454.3900000;462.1000000;453.0000000;461.9500000;13.181.467
US1.AAPL;D;130325;000000;464.5700000;469.9500000;461.7800000;463.5300000;16.877.775
US1.AAPL;D;130326;000000;465.0200000;465.8399000;460.5300000;461.1300000;9.756.837
US1.AAPL;D;130327;000000;456.4600000;456.8000000;450.7301000;452.0700000;11.074.446
US1.AAPL;D;130328;000000;449.9900000;451.8190000;441.6200000;442.5400000;14.093.164
US1.AAPL;D;130401;000000;442.0000000;443.6980000;427.7400000;428.9100000;13.092.216
US1.AAPL;D;130402;000000;427.6400000;438.1400000;426.4000000;429.8900000;17.846.205
US1.AAPL;D;130403;000000;431.6000000;437.2800000;430.3100000;431.8500000;11.884.436
US1.AAPL;D;130404;000000;433.7200000;435.0000000;425.2500000;427.6200000;12.205.343
US1.AAPL;D;130405;000000;424.3300000;424.9500000;419.6800000;423.2000000;12.607.288
US1.AAPL;D;130408;000000;424.8000000;427.5000000;422.4900000;426.2100000;9.014.017
US1.AAPL;D;130409;000000;426.3200000;428.5000000;422.7500000;426.9800000;9.389.840
US1.AAPL;D;130410;000000;428.1000000;437.0600000;426.0100000;435.7700000;12.820.662
US1.AAPL;D;130411;000000;433.5900000;437.9900000;431.2000000;434.3700000;11.044.390
US1.AAPL;D;130412;000000;433.8900000;434.1500000;429.0900000;429.7700000;7.528.356
US1.AAPL;D;130415;000000;426.7900000;427.8900000;419.5500000;419.8600000;9.927.986
US1.AAPL;D;130416;000000;421.5600000;426.6100000;420.5700000;426.0900000;9.668.288
US1.AAPL;D;130417;000000;420.3900000;420.6000000;398.1100000;402.8000000;32.236.943
US1.AAPL;D;130418;000000;405.0000000;405.7900000;389.7420000;391.9000000;22.168.685
US1.AAPL;D;130419;000000;388.1500000;399.6000000;385.1000000;390.6700000;20.503.899
US1.AAPL;D;130422;000000;392.6400000;402.2000000;391.2750000;398.6800000;13.822.399
US1.AAPL;D;130423;000000;403.9700000;408.3810000;398.8100000;406.0050000;15.532.234
US1.AAPL;D;130424;000000;393.5100000;415.2500000;392.5000000;405.5700000;31.723.859
US1.AAPL;D;130425;000000;411.5500000;413.9400000;407.0000000;408.7000000;12.240.020
US1.AAPL;D;130426;000000;409.8200000;418.7690000;408.2500000;417.1300000;16.595.018
US1.AAPL;D;130429;000000;420.4700000;433.6170000;420.0000000;430.1100000;18.242.120
US1.AAPL;D;130430;000000;435.1000000;445.2500000;432.0700000;442.8000000;22.479.653
US1.AAPL;D;130501;000000;444.5000000;444.9300000;434.3900000;439.4300000;16.977.086
US1.AAPL;D;130502;000000;441.8500000;448.5900000;440.6300000;445.5650000;13.522.718
US1.AAPL;D;130503;000000;451.1500000;453.2300000;449.1500000;449.9280000;11.598.738
US1.AAPL;D;130506;000000;455.7100000;462.2000000;454.3100000;460.7660000;14.868.309
US1.AAPL;D;130507;000000;465.0000000;465.7500000;453.7000000;458.6900000;16.103.807
US1.AAPL;D;130508;000000;459.0400000;465.3700000;455.8100000;463.7100000;13.920.053
US1.AAPL;D;130509;000000;459.8100000;463.0000000;455.5800000;456.7500000;13.196.833
US1.AAPL;D;130510;000000;457.9500000;459.7100000;450.4800000;452.8800000;11.327.734
US1.AAPL;D;130513;000000;451.5100000;457.9000000;451.5000000;454.7400000;9.697.176
US1.AAPL;D;130514;000000;453.8500000;455.2000000;442.1500000;443.6800000;15.002.477
US1.AAPL;D;130515;000000;439.1600000;441.0000000;422.3600000;428.9700000;24.318.054
US1.AAPL;D;130516;000000;423.5600000;437.8500000;418.9000000;434.6200000;20.493.438
US1.AAPL;D;130517;000000;439.0500000;440.0900000;431.0100000;433.2500000;14.181.922
US1.AAPL;D;130520;000000;431.7900000;445.8000000;430.1000000;442.8000000;13.787.546
US1.AAPL;D;130521;000000;438.1500000;445.4800000;434.2000000;439.6600000;15.434.364
US1.AAPL;D;130522;000000;444.0100000;448.3499000;438.2200000;441.3800000;15.079.443
US1.AAPL;D;130523;000000;436.0000000;446.1600000;435.7900000;442.1900000;11.963.840
US1.AAPL;D;130524;000000;440.8500000;445.6600000;440.3600000;445.1500000;8.901.156
US1.AAPL;D;130528;000000;449.9000000;451.1100000;440.8500000;441.4450000;12.341.819
US1.AAPL;D;130529;000000;440.0000000;447.5000000;439.4000000;444.9800000;10.927.954
US1.AAPL;D;130530;000000;445.3600000;454.5000000;444.5100000;451.5900000;11.789.913
US1.AAPL;D;130531;000000;452.5000000;457.1000000;449.5000000;449.5000000;12.074.306
US1.AAPL;D;130603;000000;451.0000000;452.3600000;442.4800000;450.7400000;12.599.468
US1.AAPL;D;130604;000000;453.3400000;454.4300000;447.3900000;449.3100000;9.629.244
US1.AAPL;D;130605;000000;445.6500000;450.7200000;443.7100000;445.1500000;9.747.493
US1.AAPL;D;130606;000000;445.0500000;447.0000000;434.0500000;438.4600000;13.582.513
US1.AAPL;D;130607;000000;436.6200000;443.2400000;432.7700000;441.9500000;12.960.450
US1.AAPL;D;130610;000000;444.5400000;449.0790000;436.8000000;438.7200000;14.902.254
US1.AAPL;D;130611;000000;435.9000000;442.7599000;433.3200000;437.6800000;9.804.780
US1.AAPL;D;130612;000000;439.5100000;441.2500000;431.5000000;432.1000000;8.808.264
US1.AAPL;D;130613;000000;432.3500000;437.1400000;428.7500000;436.0000000;9.552.439
US1.AAPL;D;130614;000000;435.5500000;436.2900000;428.5000000;429.9330000;8.747.697
US1.AAPL;D;130617;000000;431.4400000;435.7000000;430.3615000;432.0900000;8.810.634
US1.AAPL;D;130618;000000;431.3100000;434.9000000;430.2100000;431.7450000;6.445.315
US1.AAPL;D;130619;000000;431.0500000;431.6600000;423.0000000;423.0050000;9.467.345
US1.AAPL;D;130620;000000;419.2600000;425.9800000;415.1700000;416.4500000;11.692.073
US1.AAPL;D;130621;000000;418.5000000;420.0000000;408.1001000;413.6800000;16.005.474
US1.AAPL;D;130624;000000;407.4000000;408.6600000;398.0500000;402.1400000;15.488.565
US1.AAPL;D;130625;000000;405.4400000;407.7900000;398.8300000;402.5800000;10.252.018
US1.AAPL;D;130626;000000;403.7000000;404.7900000;395.6600000;398.0000000;11.294.846
US1.AAPL;D;130627;000000;399.2500000;401.3900000;393.5400000;393.7950000;10.735.732
US1.AAPL;D;130628;000000;391.5800000;400.2700000;388.8700000;396.1600000;15.008.226
US1.AAPL;D;130701;000000;402.6900000;412.2700000;401.2200000;409.2200000;12.572.991
US1.AAPL;D;130702;000000;409.8200000;421.6300000;409.4700000;418.5100000;15.702.752
US1.AAPL;D;130703;000000;420.9000000;422.9800000;417.4500000;421.2300000;8.298.375
US1.AAPL;D;130705;000000;419.9700000;423.2900000;415.3500000;417.4200000;9.035.918
US1.AAPL;D;130708;000000;420.1000000;421.0000000;410.6500000;415.1000000;9.661.079
US1.AAPL;D;130709;000000;413.6000000;423.5000000;410.3800000;422.1200000;11.394.727
US1.AAPL;D;130710;000000;419.6000000;424.8000000;418.2500000;420.7290000;9.544.933
US1.AAPL;D;130711;000000;422.9000000;428.2500000;421.1701000;427.3500000;10.568.236
US1.AAPL;D;130712;000000;427.6500000;429.7900000;423.4100000;426.5000000;8.879.910
US1.AAPL;D;130715;000000;425.0300000;431.4600000;424.8000000;427.4400000;6.925.905
US1.AAPL;D;130716;000000;426.5200000;430.7100000;424.1700000;430.2900000;7.211.268
US1.AAPL;D;130717;000000;429.8000000;432.2200000;428.2200000;430.3000000;6.153.395
US1.AAPL;D;130718;000000;433.2300000;434.8700000;430.6100000;431.6900000;6.455.104
US1.AAPL;D;130719;000000;433.1000000;433.9800000;424.3500000;424.9600000;8.999.604
US1.AAPL;D;130722;000000;429.2900000;429.7500000;425.4680000;426.2200000;5.973.800
US1.AAPL;D;130723;000000;426.0800000;426.9600000;418.7100000;418.9800000;8.954.710
US1.AAPL;D;130724;000000;438.9300000;444.5900000;435.2600000;440.6500000;19.736.617
US1.AAPL;D;130725;000000;440.7100000;441.4000000;435.8100000;438.5000000;7.706.874
US1.AAPL;D;130726;000000;435.5000000;441.0400000;434.3400000;440.9900000;6.386.756
US1.AAPL;D;130729;000000;440.8000000;449.9900000;440.2000000;447.7900000;8.316.665
US1.AAPL;D;130730;000000;449.9600000;457.1500000;449.2300000;453.3200000;10.386.136
US1.AAPL;D;130731;000000;455.0000000;457.3425000;449.4300000;452.5200000;9.691.247
US1.AAPL;D;130801;000000;455.7527000;456.8000000;453.2600000;456.7500000;6.800.456
US1.AAPL;D;130802;000000;457.8700000;462.8500000;456.6600000;462.6100000;8.985.889
US1.AAPL;D;130805;000000;464.5600000;470.6700000;462.1500000;469.4000000;10.131.941
US1.AAPL;D;130806;000000;468.0200000;471.8900000;462.1700000;465.2200000;10.455.929
US1.AAPL;D;130807;000000;463.8000000;467.0000000;461.7700000;464.9400000;8.321.888
US1.AAPL;D;130808;000000;464.0000000;464.1000000;457.9500000;461.0100000;8.005.939
US1.AAPL;D;130809;000000;458.5900000;460.4600000;453.6500000;454.4200000;8.698.124
US1.AAPL;D;130812;000000;456.5300000;468.6500000;456.5300000;467.4400000;11.531.326
US1.AAPL;D;130813;000000;470.9600000;494.6600000;468.0500000;489.7300000;30.455.307
US1.AAPL;D;130814;000000;497.7900000;504.2500000;493.4000000;498.5800000;25.381.765
US1.AAPL;D;130815;000000;496.9900000;502.3990000;493.7500000;497.8950000;15.107.929
US1.AAPL;D;130816;000000;500.1600000;502.9400000;498.8600000;502.2800000;10.665.000
US1.AAPL;D;130819;000000;504.5700000;513.7400000;504.0000000;507.8700000;16.346.770
US1.AAPL;D;130820;000000;509.3500000;510.5700000;500.8200000;501.0900000;12.055.500
US1.AAPL;D;130821;000000;503.1300000;507.1500000;501.2000000;502.4200000;11.209.185
US1.AAPL;D;130822;000000;504.8400000;505.5900000;498.2000000;502.9600000;8.087.051
US1.AAPL;D;130823;000000;502.7900000;503.3500000;499.3500000;501.0800000;7.362.147
US1.AAPL;D;130826;000000;500.8500000;510.2000000;500.5000000;502.9300000;10.190.279
US1.AAPL;D;130827;000000;497.5900000;502.5100000;486.3000000;488.1700000;14.402.423
US1.AAPL;D;130828;000000;486.0000000;495.8000000;486.0000000;490.7000000;10.232.811
US1.AAPL;D;130829;000000;491.8500000;496.5000000;491.1300000;491.6200000;8.013.936
US1.AAPL;D;130830;000000;492.0000000;492.9500000;486.5000000;487.2800000;8.624.317
US1.AAPL;D;130903;000000;493.2400000;500.6000000;487.3500000;488.5700000;11.345.816
US1.AAPL;D;130904;000000;499.5900000;502.2400000;496.2800000;498.6500000;11.008.690
US1.AAPL;D;130905;000000;500.2800000;500.6800000;493.6400000;495.2600000;7.539.864
US1.AAPL;D;130906;000000;498.5300000;499.3800000;489.9500000;498.2400000;11.759.424
US1.AAPL;D;130909;000000;504.8000000;507.9200000;503.4800000;506.1900000;10.982.408
US1.AAPL;D;130910;000000;506.2000000;507.4500000;489.5000000;494.5750000;25.477.554
US1.AAPL;D;130911;000000;467.4200000;473.6900000;464.8100000;467.8300000;28.708.677
US1.AAPL;D;130912;000000;468.5000000;475.4000000;466.0100000;472.6900000;13.631.864
US1.AAPL;D;130913;000000;469.7800000;471.8292000;464.7000000;464.9000000;9.951.079
US1.AAPL;D;130916;000000;461.0000000;461.6099000;447.2200000;450.1100000;18.240.387
US1.AAPL;D;130917;000000;447.8300000;459.7100000;447.5000000;455.1800000;13.418.420
US1.AAPL;D;130918;000000;463.1800000;466.3500000;460.6600000;464.6500000;14.483.145
US1.AAPL;D;130919;000000;470.7000000;475.8300000;469.2500000;472.3000000;13.247.060
US1.AAPL;D;130920;000000;477.8800000;478.5500000;466.0000000;466.9800000;17.218.959
US1.AAPL;D;130923;000000;496.1100000;496.9100000;482.6000000;490.8500000;23.290.278
US1.AAPL;D;130924;000000;494.8800000;495.4700000;487.8200000;489.3000000;11.942.440
US1.AAPL;D;130925;000000;489.2000000;489.6400000;481.4301000;481.5400000;10.089.758
US1.AAPL;D;130926;000000;486.0600000;488.5600000;483.9000000;486.2200000;7.556.273
US1.AAPL;D;130927;000000;483.7800000;484.6700000;480.7200000;482.7200000;6.821.754
US1.AAPL;D;130930;000000;476.8300000;481.6600000;474.4110000;476.7500000;7.753.290
US1.AAPL;D;131001;000000;478.4500000;489.1400000;478.3810000;487.9950000;11.285.652
US1.AAPL;D;131002;000000;485.6300000;491.8000000;483.7500000;489.5600000;9.064.573
US1.AAPL;D;131003;000000;490.5100000;492.3500000;480.7387000;483.3900000;10.085.830
US1.AAPL;D;131004;000000;483.8600000;484.6000000;478.6000000;483.0050000;8.676.140
US1.AAPL;D;131007;000000;486.6000000;492.6500000;485.3500000;487.7500000;10.397.039
US1.AAPL;D;131008;000000;489.6500000;490.6400000;480.5400000;481.0100000;9.705.832
US1.AAPL;D;131009;000000;484.6400000;487.7900000;478.2800000;486.3100000;9.579.116
US1.AAPL;D;131010;000000;491.2700000;492.3800000;487.0400000;489.8800000;9.153.805
US1.AAPL;D;131011;000000;487.0000000;493.8400000;485.1600000;492.9400000;8.889.740
US1.AAPL;D;131014;000000;489.7500000;497.5800000;489.3500000;496.0800000;8.725.249
US1.AAPL;D;131015;000000;497.8500000;502.0000000;495.5200000;498.8800000;10.759.557
US1.AAPL;D;131016;000000;500.7400000;502.5300000;499.2300000;501.0800000;8.177.755
US1.AAPL;D;131017;000000;499.9000000;504.7800000;499.6800000;504.6600000;7.720.632
US1.AAPL;D;131018;000000;506.1000000;509.2600000;505.7100000;508.8300000;9.046.976
US1.AAPL;D;131021;000000;511.7900000;524.3000000;511.5200000;521.3850000;13.131.867
US1.AAPL;D;131022;000000;526.4800000;528.4496000;508.0300000;519.8700000;17.861.779
US1.AAPL;D;131023;000000;519.0200000;525.6700000;519.0000000;524.9500000;9.979.668
US1.AAPL;D;131024;000000;525.0000000;532.4700000;522.4500000;531.8750000;11.711.104
US1.AAPL;D;131025;000000;531.1500000;533.2300000;525.1100000;526.0925000;11.110.839
US1.AAPL;D;131028;000000;529.0100000;531.0000000;523.2100000;529.4800000;12.989.616
US1.AAPL;D;131029;000000;536.2700000;539.2500000;514.5400000;517.0150000;20.600.999
US1.AAPL;D;131030;000000;519.6100000;527.5200000;517.0200000;524.8800000;11.643.058
US1.AAPL;D;131031;000000;525.0000000;527.4900000;521.2700000;522.3700000;8.006.394
US1.AAPL;D;131101;000000;524.0200000;524.8000000;515.8400000;519.9400000;9.127.477
US1.AAPL;D;131104;000000;521.0600000;526.8200000;518.8100000;526.7000000;7.589.645
US1.AAPL;D;131105;000000;524.5800000;528.8850000;523.0000000;525.5805000;7.691.613
US1.AAPL;D;131106;000000;524.1500000;524.8600000;518.2000000;520.8700000;6.846.907
US1.AAPL;D;131107;000000;519.5800000;523.1900000;512.3800000;512.5000000;8.731.444
US1.AAPL;D;131108;000000;514.5800000;521.1300000;512.5900000;520.5900000;7.993.398
US1.AAPL;D;131111;000000;519.9900000;521.6700000;514.4100000;519.2250000;7.543.571
US1.AAPL;D;131112;000000;517.6700000;523.9200000;517.0000000;520.1100000;6.613.047
US1.AAPL;D;131113;000000;518.0000000;522.2500000;516.9600000;520.7200000;6.234.529
US1.AAPL;D;131114;000000;522.9900000;529.2800000;521.8700000;528.1900000;9.509.845
US1.AAPL;D;131115;000000;526.6000000;529.0900000;524.4900000;524.9400000;8.896.796
US1.AAPL;D;131118;000000;524.9900000;527.1900000;518.2000000;518.6500000;7.847.759
US1.AAPL;D;131119;000000;519.5900000;523.3800000;517.9700000;519.5000000;6.713.385
US1.AAPL;D;131120;000000;519.2300000;520.4200000;514.3300000;515.0100000;6.548.854
US1.AAPL;D;131121;000000;517.6400000;521.2100000;513.6700000;521.0200000;8.561.852
US1.AAPL;D;131122;000000;519.6100000;522.1600000;518.5300000;519.6900000;6.622.175
US1.AAPL;D;131125;000000;521.0200000;525.8700000;521.0000000;523.7500000;7.691.246
US1.AAPL;D;131126;000000;524.1400000;536.1400000;524.0000000;533.6000000;12.314.926
US1.AAPL;D;131127;000000;536.2700000;546.0000000;536.1700000;545.9790000;12.104.038
US1.AAPL;D;131129;000000;549.4800000;558.3300000;547.8100000;556.6800000;11.020.220
US1.AAPL;D;131202;000000;558.1500000;564.3299000;550.8200000;551.3000000;15.889.663
US1.AAPL;D;131203;000000;558.3000000;566.3800000;557.6800000;566.3800000;14.257.974
US1.AAPL;D;131204;000000;565.5000000;569.1900000;560.8200000;564.8600000;11.894.222
US1.AAPL;D;131205;000000;572.6500000;575.1358000;566.4100000;568.1000000;13.858.890
US1.AAPL;D;131206;000000;565.7700000;566.7500000;559.5700000;559.9300000;10.854.769
US1.AAPL;D;131209;000000;560.9001000;569.5800000;560.9001000;566.6000000;8.782.315
US1.AAPL;D;131210;000000;563.6200000;567.8800000;561.2000000;565.6400000;7.467.018
US1.AAPL;D;131211;000000;566.6100000;570.9700000;559.6900000;561.1400000;9.773.404
US1.AAPL;D;131212;000000;562.1415000;565.3400000;560.0300000;560.6700000;7.261.011
US1.AAPL;D;131213;000000;562.3600000;562.8800000;553.6700000;554.4900000;8.949.853
US1.AAPL;D;131216;000000;555.0700000;562.5000000;555.0100000;557.4450000;7.568.676
US1.AAPL;D;131217;000000;555.8500000;559.4400000;553.3750000;554.9750000;6.274.376
US1.AAPL;D;131218;000000;549.6400000;551.4500000;538.8000000;550.7500000;15.760.598
US1.AAPL;D;131219;000000;549.2300000;550.0000000;543.7301000;544.4500000;9.026.875
US1.AAPL;D;131220;000000;545.4900000;551.6100000;544.8175000;548.7200000;10.649.216
US1.AAPL;D;131223;000000;568.0000000;570.7200000;562.7600000;570.2300000;14.303.640
US1.AAPL;D;131224;000000;569.8600000;571.8800000;566.0300000;568.5000000;5.060.000
US1.AAPL;D;131226;000000;568.1000000;569.5000000;563.3760000;563.8300000;5.267.680
US1.AAPL;D;131227;000000;563.8900000;564.4100000;559.5000000;560.0900000;6.578.755
US1.AAPL;D;131230;000000;557.4600000;558.0500000;552.3210000;554.5000000;7.276.001
US1.AAPL;D;131231;000000;554.1300000;561.2800000;554.0000000;561.1600000;6.221.892
US1.AAPL;D;140102;000000;555.6800000;557.0300000;552.0210000;553.2300000;6.338.901
US1.AAPL;D;140103;000000;552.8700000;553.7000000;540.4300000;541.0400000;10.858.213
US1.AAPL;D;140106;000000;537.4500000;546.8000000;533.6000000;543.9490000;11.701.158
